,Total Sales For Entire License Year,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,Prior Year +/-
29,Totals,"1,070,454","1,059,819","1,064,615","1,124,750","1,136,788","1,125,270","1,145,863","1,160,408","1,151,154","1,188,389","1,171,163","1,112,682","1,176,787","1,138,132","1,147,900","1,155,641","1,160,010","1,164,992","1,121,188","1,102,437","1,215,113","1,158,733","1,083,757","1,054,997",,-3%
